task_id,target_repo,artifact,existence
OSS-RESEARCH-BASELINE-001,pantheon,services/research/statsmodels/test_adapter.py,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/research/vectorbt/Dockerfile,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/research/vectorbt/adapter/vectorbt_adapter.py,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/research/vectorbt/requirements.txt,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/research/vectorbt/test_adapter.py,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/training-session/Dockerfile,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/training-session/requirements.txt,existing
OSS-EXECUTION-BASELINE-001,pantheon,.gitmodules,existing
OSS-EXECUTION-BASELINE-001,pantheon,dependencies/locks/services-broker-sinopac.txt,new_or_worker_revalidate
OSS-EXECUTION-BASELINE-001,pantheon,dependencies/locks/services-broker.txt,new_or_worker_revalidate
OSS-EXECUTION-BASELINE-001,pantheon,dependencies/locks/services-execution-lean_runtime.txt,new_or_worker_revalidate
OSS-EXECUTION-BASELINE-001,pantheon,docs/deployment/evidence/OSS-EXECUTION-BASELINE-001/evidence.json,new_or_worker_revalidate
OSS-EXECUTION-BASELINE-001,pantheon,integrations/lean/pantheon_algo/__init__.py,new_or_worker_revalidate
OSS-EXECUTION-BASELINE-001,pantheon,integrations/lean/pantheon_algo/base.py,new_or_worker_revalidate
OSS-EXECUTION-BASELINE-001,pantheon,integrations/lean/pantheon_algo/smoke_loader_test.py,new_or_worker_revalidate
OSS-EXECUTION-BASELINE-001,pantheon,integrations/lean/pantheon_algo/test_base.py,new_or_worker_revalidate
OSS-EXECUTION-BASELINE-001,pantheon,lean,existing
OSS-EXECUTION-BASELINE-001,pantheon,scripts/smoke_test_lean_algo.py,existing
OSS-EXECUTION-BASELINE-001,pantheon,services/broker/Dockerfile,existing
OSS-EXECUTION-BASELINE-001,pantheon,services/broker/requirements.txt,existing
OSS-EXECUTION-BASELINE-001,pantheon,services/broker/sinopac/adapter.py,existing
OSS-EXECUTION-BASELINE-001,pantheon,services/broker/sinopac/facade.py,existing
OSS-EXECUTION-BASELINE-001,pantheon,services/broker/sinopac/requirements.txt,existing
OSS-EXECUTION-BASELINE-001,pantheon,services/broker/sinopac/test_adapter.py,existing
OSS-EXECUTION-BASELINE-001,pantheon,services/broker/sinopac/test_facade.py,existing
OSS-EXECUTION-BASELINE-001,pantheon,services/broker/test_broker.py,existing
OSS-EXECUTION-BASELINE-001,pantheon,services/execution/lean_runtime/Dockerfile,existing
OSS-EXECUTION-BASELINE-001,pantheon,services/execution/lean_runtime/bootstrap_contract.py,existing
OSS-EXECUTION-BASELINE-001,pantheon,services/execution/lean_runtime/requirements.txt,existing
OSS-EXECUTION-BASELINE-001,pantheon,services/execution/lean_runtime/runtime_bootstrap.py,existing
OSS-EXECUTION-BASELINE-001,pantheon,services/execution/lean_runtime/runtime_context.py,existing
OSS-EXECUTION-BASELINE-001,pantheon,services/execution/lean_runtime/runtime_identity.py,existing
OSS-EXECUTION-BASELINE-001,pantheon,services/execution/lean_runtime/smoke_algorithm.py,existing
OSS-EXECUTION-BASELINE-001,pantheon,services/execution/lean_runtime/test_algorithm_smoke.py,existing
OSS-EXECUTION-BASELINE-001,pantheon,services/execution/lean_runtime/test_bootstrap_contract.py,existing
OSS-EXECUTION-BASELINE-001,pantheon,services/execution/lean_runtime/test_runtime_bootstrap.py,existing
OSS-EXECUTION-BASELINE-001,pantheon,services/execution/lean_runtime/test_runtime_context.py,existing
OSS-EXECUTION-BASELINE-001,pantheon,services/execution/lean_runtime/test_runtime_identity.py,existing
FE-DEP-CLOSURE-001,execute-plans,bun.lock,new_or_worker_revalidate
FE-DEP-CLOSURE-001,execute-plans,bun.lockb,new_or_worker_revalidate
FE-DEP-CLOSURE-001,execute-plans,docs/deployment/evidence/FE-DEP-CLOSURE-001/evidence.json,new_or_worker_revalidate
FE-DEP-CLOSURE-001,execute-plans,package-lock.json,existing
FE-DEP-CLOSURE-001,execute-plans,package.json,existing
FE-DEP-CLOSURE-001,execute-plans,vite.config.ts,existing
FE-TOOLCHAIN-BASELINE-001,execute-plans,docs/deployment/evidence/FE-TOOLCHAIN-BASELINE-001/evidence.json,new_or_worker_revalidate
FE-TOOLCHAIN-BASELINE-001,execute-plans,eslint.config.js,new_or_worker_revalidate
FE-TOOLCHAIN-BASELINE-001,execute-plans,package-lock.json,existing
FE-TOOLCHAIN-BASELINE-001,execute-plans,package.json,existing
FE-TOOLCHAIN-BASELINE-001,execute-plans,postcss.config.js,new_or_worker_revalidate
FE-TOOLCHAIN-BASELINE-001,execute-plans,src/App.css,existing
FE-TOOLCHAIN-BASELINE-001,execute-plans,src/index.css,existing
FE-TOOLCHAIN-BASELINE-001,execute-plans,tailwind.config.ts,new_or_worker_revalidate
FE-TOOLCHAIN-BASELINE-001,execute-plans,tsconfig.app.json,new_or_worker_revalidate
FE-TOOLCHAIN-BASELINE-001,execute-plans,tsconfig.json,new_or_worker_revalidate
FE-TOOLCHAIN-BASELINE-001,execute-plans,tsconfig.node.json,new_or_worker_revalidate
FE-TOOLCHAIN-BASELINE-001,execute-plans,vite.config.ts,existing
FE-UI-DEPS-BASELINE-001,execute-plans,docs/deployment/evidence/FE-UI-DEPS-BASELINE-001/evidence.json,new_or_worker_revalidate
FE-UI-DEPS-BASELINE-001,execute-plans,package-lock.json,existing
FE-UI-DEPS-BASELINE-001,execute-plans,package.json,existing
FE-UI-DEPS-BASELINE-001,execute-plans,src/App.tsx,existing
FE-UI-DEPS-BASELINE-001,execute-plans,src/agora/widgets/ChartSpecRenderer.test.tsx,existing
FE-UI-DEPS-BASELINE-001,execute-plans,src/agora/widgets/ChartSpecRenderer.tsx,existing
FE-UI-DEPS-BASELINE-001,execute-plans,src/components/ui/chart.tsx,existing
FE-UI-DEPS-BASELINE-001,execute-plans,src/components/ui/form.tsx,existing
FE-UI-DEPS-BASELINE-001,execute-plans,src/integrations/gcp/identity.ts,existing
FE-UI-DEPS-BASELINE-001,execute-plans,src/lib/auth/AuthProvider.test.tsx,existing
FE-UI-DEPS-BASELINE-001,execute-plans,src/lib/auth/AuthProvider.tsx,existing
FE-UI-DEPS-BASELINE-001,execute-plans,src/lib/bff-v1/client.ts,existing
FE-UI-DEPS-BASELINE-001,execute-plans,src/lib/bff-v1/types.ts,new_or_worker_revalidate
FE-UI-DEPS-BASELINE-001,execute-plans,src/lib/bff-v1/v5.ts,existing
FE-UI-DEPS-BASELINE-001,execute-plans,src/main.tsx,existing
FE-UI-DEPS-BASELINE-001,execute-plans,src/management/pages/v5/useV5Live.ts,existing
OSS-INFRA-CHOICE-001,pantheon,docs/deployment/evidence/OSS-INFRA-CHOICE-001/evidence.json,new_or_worker_revalidate
OSS-INFRA-CHOICE-001,pantheon,docs/plans/system-simplification-20260906/profile-contract.json,new_or_worker_revalidate
OSS-INFRA-CHOICE-001,pantheon,docs/plans/system-simplification-20260906/storage-consumer-matrix.json,new_or_worker_revalidate
OSS-INFRA-CHOICE-001,pantheon,docs/plans/system-simplification-20260906/storage-topology-decision.md,new_or_worker_revalidate
OSS-INFRA-PROFILES-001,pantheon,docker-compose.control.yml,existing
OSS-INFRA-PROFILES-001,pantheon,docker-compose.exec.yml,existing
OSS-INFRA-PROFILES-001,pantheon,docker-compose.remote-dev.yml,existing
OSS-INFRA-PROFILES-001,pantheon,docker-compose.yml,existing
OSS-INFRA-PROFILES-001,pantheon,docs/deployment/evidence/OSS-INFRA-PROFILES-001/evidence.json,new_or_worker_revalidate
OSS-INFRA-PROFILES-001,pantheon,docs/operations/runtime-profiles.md,new_or_worker_revalidate
OSS-INFRA-PROFILES-001,pantheon,services/policy-learning/tests/test_policy_learning_compose_activation.py,existing
OSS-INFRA-PROFILES-001,pantheon,services/research-worker-gateway/tests/test_research_worker_gateway_compose_activation.py,existing
OSS-INFRA-PROFILES-001,pantheon,services/research/tests/test_research_orchestrator_compose_activation.py,existing
OSS-INFRA-PROFILES-001,pantheon,services/source_ingestion/test_compose_activation.py,existing
OSS-INFRA-PROFILES-001,pantheon,services/training-session/tests/test_compose_activation.py,existing
OSS-OBJECT-STORE-CUTOVER-001,pantheon,docker-compose.control.yml,existing
OSS-OBJECT-STORE-CUTOVER-001,pantheon,docker-compose.yml,existing
OSS-OBJECT-STORE-CUTOVER-001,pantheon,docs/deployment/evidence/OSS-OBJECT-STORE-CUTOVER-001/evidence.json,new_or_worker_revalidate
OSS-OBJECT-STORE-CUTOVER-001,pantheon,docs/plans/system-simplification-20260906/storage-topology-decision.md,new_or_worker_revalidate
